207645	1027	2012-11-21	600
217882	1033	2013-11-16	450
236524	1048	2012-01-26	600
240546	1099	2016-05-02	1800
242902	1040	2013-06-24	450
254846	1028	2014-09-08	300
260989	1034	2015-06-07	150
263827	1049	2015-03-16	150
274629	1021	2016-09-01	1800
327806	1058	2012-02-15	600
335605	1023	2013-01-11	450
344751	1025	2015-02-06	150
355584	1101	2011-02-22	750
360837	1039	2015-02-26	150
379899	1022	2015-04-15	150
395169	1034	2014-07-07	300
395763	1097	2016-09-02	0
402825	1020	2016-03-26	900
406430	1035	2016-02-17	1350
422382	1094	2015-08-13	150
441921	1035	2016-04-05	1200
461630	1000	2010-01-03	900
481622	987	2014-10-17	300
509619	1034	2016-07-04	1800
517284	990	2011-06-26	750
522086	1052	2011-06-01	750
525584	1043	2015-09-27	150
544745	1033	2014-04-02	300
555769	1016	2014-12-19	300
574999	1014	2015-12-05	150
575397	1055	2016-06-04	900
608302	988	2010-02-25	900
618341	1016	2012-01-12	600
626097	1092	2016-09-18	0
640062	1096	2011-02-17	750
643058	1057	2015-01-21	150
669185	1088	2013-05-14	450
673179	1078	2014-02-01	300
683285	987	2014-08-15	300
685431	1077	2013-06-23	450
688125	1011	2014-08-25	300
692411	1030	2011-11-08	750
700374	1030	2010-05-06	900
704218	1042	2016-10-26	1200
704304	1070	2015-07-25	150
728060	1058	2014-06-08	300
728307	1088	2011-12-23	750
733126	1090	2013-08-08	450
742659	1038	2013-04-19	450
753039	1055	2012-06-19	600
760276	1011	2012-04-24	600
779098	1041	2016-07-15	1500
794175	1054	2016-02-18	1350
796817	1101	2011-08-25	750
822058	1012	2015-03-12	150
824033	1024	2011-12-04	750
831975	1058	2010-02-19	900
839129	1068	2010-08-25	900
844674	1012	2012-12-09	600
856425	1038	2010-01-22	900
867011	1086	2016-12-26	1050
868693	1085	2011-08-14	750
889736	1052	2015-12-13	150
896501	1048	2010-07-14	900
897476	1095	2012-05-09	600
907872	1052	2013-08-07	450
910581	1030	2016-01-12	0
922021	1006	2012-04-03	600
928758	1049	2014-04-15	300
936816	1023	2015-08-15	150
940079	1021	2012-05-24	600
961181	1036	2010-10-04	900
963517	1064	2014-10-22	300
967457	1007	2010-03-17	900
973528	1021	2012-12-25	600
986716	1088	2016-02-22	0
987095	1060	2016-07-03	750
993483	1004	2015-02-20	150
997298	1013	2012-11-06	600
1000621	1043	2015-04-07	150
1006398	1046	2010-06-13	900
1014508	1095	2014-08-14	300
1029644	1038	2013-11-10	450
1038748	1049	2012-01-27	600
1046077	1058	2014-08-16	300
1053270	989	2016-06-04	300
1054770	1093	2015-12-18	150
1067526	1023	2011-06-11	750
1084643	1046	2014-12-06	300
1096348	1090	2011-04-15	750
1098603	1101	2016-08-24	1350
1110821	1060	2016-06-19	150
1112389	1074	2013-07-28	450
1131232	1085	2013-10-14	450
1152926	1071	2012-11-23	600
1159828	1059	2015-01-10	150
1163681	1069	2015-04-21	150
1165551	1088	2011-04-04	750
1168224	1003	2012-04-17	600
1182245	1060	2012-10-07	600
1182853	1022	2015-07-01	150
1202701	1101	2016-01-20	450
1203004	1026	2011-03-04	750
1210177	1064	2014-06-04	300
1227136	1016	2010-11-25	900
1251211	1003	2015-03-26	150
1253706	1026	2015-05-13	150
1258559	1092	2011-06-21	750
1265894	1088	2015-11-22	150
1275380	1002	2010-02-08	900
1279482	1027	2012-10-05	600
1280388	993	2011-06-10	750
1288101	1038	2014-03-17	300
1327547	1070	2015-01-12	150
1372932	1054	2015-05-04	150
1387818	1066	2014-09-22	300
1394154	1091	2012-12-09	600
1394469	1097	2012-11-21	600
1412625	1047	2010-06-25	900
1425319	1095	2013-08-27	450
1427758	1005	2012-02-02	600
1434900	1027	2011-05-13	750
1440370	1046	2011-06-12	750
1463060	1073	2010-06-04	900
1466545	1086	2013-05-10	450
1474359	1067	2016-06-11	0
1481178	1052	2011-09-20	750
1490985	1073	2014-07-20	300
1491298	1047	2015-05-12	150
1504863	1074	2016-05-12	300
1515457	1048	2013-07-14	450
1519453	1052	2016-10-09	0
1520318	1001	2011-04-13	750
1534240	991	2014-12-25	300
1535167	993	2013-10-12	450
1547721	1080	2013-06-13	450
1549768	1036	2013-02-03	450
1551338	1026	2016-02-09	900
1553339	1079	2011-03-19	750
1589900	1017	2011-12-14	750
1592180	1017	2016-04-13	150
1594256	1096	2011-02-16	750
1597903	1043	2014-11-14	300
1604697	1039	2011-09-04	750
1606019	1048	2010-07-11	900
1608046	1030	2012-06-22	600
1608276	1062	2012-03-06	600
1626394	1011	2015-09-24	150
1635425	1021	2014-08-13	300
1636191	1021	2016-06-01	450
1637068	1045	2012-05-26	600
1642148	1089	2014-04-27	300
1646604	1025	2012-08-27	600
1646724	1053	2016-10-24	1650
1670595	987	2010-10-23	900
1672990	1079	2011-08-18	750
1674733	1060	2014-06-26	300
1704443	1014	2015-12-01	150
1705035	1035	2014-06-25	300
1718621	1038	2016-05-25	450
1719607	1095	2010-05-12	900
1724015	1075	2012-07-07	600
1724883	1014	2012-03-27	600
1730582	1030	2010-10-04	900
1731753	1000	2010-04-25	900
1733389	1056	2014-04-07	300
1733734	1052	2013-03-27	450
1737002	1090	2013-03-01	450
1747689	1050	2011-12-11	750
1749111	1069	2014-11-25	300
1751116	1000	2016-04-22	900
1751886	1020	2013-03-03	450
1777088	1028	2016-03-23	1200
1778948	1035	2013-02-19	450
1789401	1093	2015-07-13	150
1798367	995	2015-08-16	150
1812102	1028	2012-11-19	600
1825677	1048	2015-05-15	150
1829796	1078	2013-08-23	450
1842351	1008	2012-04-25	600
1850550	1035	2016-01-01	1050
1859941	1021	2015-04-26	150
1871943	1066	2010-04-17	900
1875384	993	2013-02-19	450
1878426	1058	2016-03-05	600
1899870	1074	2016-06-15	450
1902912	1069	2011-09-02	750
1914757	1092	2015-12-02	150
1921215	1033	2016-08-18	0
1927387	1102	2015-01-26	150
1930238	1032	2014-10-07	300
1936019	1033	2011-10-26	750
1942474	1006	2010-01-06	900
1955634	1101	2016-02-22	450
1959363	1015	2016-08-26	0
1965222	1007	2011-02-02	750
1990646	1081	2012-10-28	600
1993459	1099	2015-09-21	150
2022594	1065	2014-05-08	300
2025814	1090	2013-01-08	450
2030152	1071	2010-10-22	900
2044461	1085	2014-11-06	300
2054650	1026	2011-04-04	750
2068095	1092	2011-04-10	750
2068418	1038	2010-04-19	900
2070105	1095	2010-04-03	900
2074574	1021	2015-03-10	150
2079154	1063	2012-11-19	600
2099939	1048	2010-04-07	900
2133282	1005	2011-03-17	750
2163044	1023	2015-09-04	150
2182132	997	2010-03-26	900
2191642	1093	2013-08-22	450
2221682	994	2015-05-28	150
2223652	1088	2014-04-04	300
2227613	1029	2011-09-24	750
2242519	1001	2014-07-12	300
2251785	987	2013-10-06	450
2255072	1102	2010-08-26	900
2259470	1051	2015-02-07	150
2260960	1098	2012-04-10	600
2263886	1049	2014-02-25	300
2267078	1049	2010-07-18	900
2275509	1038	2012-05-13	600
2281388	1066	2011-04-24	750
2292753	1081	2011-08-02	750
2302720	1000	2013-06-13	450
2311964	1015	2010-04-26	900
2315983	991	2015-12-04	150
2317298	1000	2015-01-02	150
2321248	1018	2015-03-12	150
2336158	1030	2016-06-09	750
2340231	1021	2011-02-09	750
2344868	996	2013-01-24	450
2345172	1014	2012-10-14	600
2357822	990	2010-05-07	900
2400166	1050	2010-11-14	900
2426030	1008	2012-07-13	600
2439494	1052	2011-07-09	750
2445811	1008	2015-02-22	150
2448965	1057	2016-02-23	1050
2454912	1016	2013-09-10	450
2465700	1002	2016-02-17	150
2466633	1067	2016-03-09	900
2467864	1047	2014-04-06	300
2509488	1026	2015-08-28	150
2520671	1022	2010-09-24	900
2543686	1020	2011-12-13	750
2546610	1080	2016-10-26	1200
2552768	1085	2013-05-09	450
2558335	1080	2015-08-04	150
2561158	1080	2015-12-05	150
2568128	995	2011-02-10	750
2580291	1095	2014-08-02	300
2592461	1073	2014-06-21	300
2610553	994	2013-11-01	450
2634881	1010	2012-04-21	600
2638967	1076	2010-03-23	900
2639919	1092	2016-05-10	1800
2658508	995	2010-03-27	900
2683059	995	2011-03-02	750
2686369	1078	2015-02-02	150
2687055	1081	2011-09-05	750
2687192	1012	2011-11-20	750
2693487	1063	2011-10-18	750
2709115	1002	2014-09-08	300
2709994	1005	2012-05-24	600
2752642	1080	2012-03-07	600
2757595	1051	2013-10-27	450
2786503	993	2015-07-18	150
2789404	1013	2014-02-19	300
2800961	1095	2012-03-28	600
2803477	1048	2015-02-15	150
2813063	1002	2016-02-11	900
2847406	1090	2013-10-17	450
2850501	997	2010-11-18	900
2870845	1011	2010-06-19	900
2883322	1100	2010-07-28	900
2886220	1011	2011-03-17	750
2886855	1078	2010-10-10	900
2888691	1090	2015-12-07	150
2908910	1020	2010-08-21	900
2930499	1040	2013-03-21	450
2934356	1073	2013-11-27	450
2942706	1097	2016-06-16	750
2943731	1001	2010-02-02	900
2954078	998	2015-06-03	150
2960256	990	2012-02-11	600
2967723	1023	2014-04-26	300
2974558	1097	2013-02-09	450
2987436	1093	2013-12-01	450
3003010	1065	2014-07-16	300
3009919	1003	2014-06-26	300
3015792	1102	2010-04-06	900
3034335	1099	2011-07-22	750
3037663	1010	2013-10-07	450
3090756	1097	2013-04-24	450
3107218	1097	2011-07-22	750
3126639	1042	2013-04-14	450
3139846	1014	2011-03-03	750
3146991	1068	2016-10-15	1800
3173771	1066	2011-02-02	750
3188098	997	2010-11-04	900
3194680	993	2012-04-20	600
3199581	1072	2010-05-13	900
3226777	1093	2015-09-13	150
3231833	1039	2013-10-07	450
3266686	1093	2013-09-11	450
3303220	1038	2015-04-26	150
3314173	1010	2014-12-28	300
3330478	998	2011-06-06	750
3335470	1021	2015-07-09	150
3337730	1095	2012-04-23	600
3340973	1058	2014-09-07	300
3350535	1096	2011-01-08	750
3358500	1078	2014-03-19	300
3382101	1066	2014-05-21	300
3412233	998	2016-05-01	1350
3414075	1029	2012-12-19	600
3414522	1044	2011-10-03	750
3415492	1073	2014-04-08	300
3419219	1061	2016-05-04	1200
3421792	1001	2013-07-10	450
3422126	1071	2015-05-01	150
3425627	1075	2014-08-17	300
3440790	1100	2016-09-27	1650
3449015	1047	2014-08-05	300
3453500	1018	2011-12-25	750
3456945	1028	2015-11-14	150
3482679	1083	2011-10-27	750
3490363	1087	2010-09-07	900
3493546	1058	2012-06-22	600
3514005	1053	2016-03-06	900
3516756	1073	2013-08-10	450
3524601	1013	2014-07-22	300
3526598	1019	2010-03-05	900
3532896	1091	2010-03-20	900
3538612	1001	2010-06-25	900
3561943	1029	2012-03-23	600
