100000	410	2010	293720	209800
100082	410	2010	259560	185400
100152	410	2010	203140	145100
100204	410	2010	368200	263000
100208	410	2010	293440	209600
100386	410	2010	233660	166900
100562	410	2010	197680	141200
100663	410	2010	275800	197000
100750	410	2010	362040	258600
100808	410	2010	292600	209000
100977	410	2010	292040	208600
101222	410	2010	223160	159400
101332	410	2010	221480	158200
101406	410	2010	262780	187700
101408	410	2010	218820	156300
101702	410	2010	260680	186200
101875	410	2010	320600	229000
101897	410	2010	190960	136400
102119	410	2010	301420	215300
102343	410	2010	362880	259200
102579	410	2010	369320	263800
102744	410	2010	218680	156200
102756	410	2010	259980	185700
102872	410	2010	321720	229800
103107	410	2010	219380	156700
103404	410	2010	188720	134800
103436	410	2010	189420	135300
103500	410	2010	228060	162900
103599	410	2010	222180	158700
103782	410	2010	309960	221400
104019	410	2010	222040	158600
104046	410	2010	309120	220800
104148	410	2010	258720	184800
104177	410	2010	264320	188800
104200	410	2010	307720	219800
104449	410	2010	306880	219200
104732	410	2010	216300	154500
104755	410	2010	222880	159200
104762	410	2010	275520	196800
105031	410	2010	222040	158600
105062	410	2010	368620	263300
105323	410	2010	308980	220700
105530	410	2010	322140	230100
105814	410	2010	232540	166100
105831	410	2010	319900	228500
106097	410	2010	190680	136200
106197	410	2010	293580	209700
106358	410	2010	202300	144500
106412	410	2010	307160	219400
106600	410	2010	274960	196400
106619	410	2010	227220	162300
106802	410	2010	190540	136100
106848	410	2010	363020	259300
106945	410	2010	187880	134200
107068	410	2010	291760	208400
107316	410	2010	293860	209900
107576	410	2010	189560	135400
107638	410	2010	202440	144600
107790	410	2010	222740	159100
107967	410	2010	196140	140100
108024	410	2010	196140	140100
108136	410	2010	196700	140500
108219	410	2010	275660	196900
108282	410	2010	303940	217100
108523	410	2010	319900	228500
108525	410	2010	291900	208500
108655	410	2010	215320	153800
108787	410	2010	322840	230600
109064	410	2010	307580	219700
109195	410	2010	275940	197100
109410	410	2010	367500	262500
109472	410	2010	293720	209800
109562	410	2010	367780	262700
109567	410	2010	294420	210300
109688	410	2010	292320	208800
109768	410	2010	369320	263800
109921	410	2010	188720	134800
110098	410	2010	231980	165700
110187	410	2010	216440	154600
110464	410	2010	204260	145900
110730	410	2010	303240	216600
110923	410	2010	229180	163700
111007	410	2010	320740	229100
111168	410	2010	321300	229500
111449	410	2010	203140	145100
111742	410	2010	264600	189000
111743	410	2010	190400	136000
111765	410	2010	196560	140400
111883	410	2010	274400	196000
111964	410	2010	308840	220600
112141	410	2010	191100	136500
112383	410	2010	304640	217600
112605	410	2010	260260	185900
112651	410	2010	273560	195400
112685	410	2010	228480	163200
112779	410	2010	293860	209900
112936	410	2010	233520	166800
113081	410	2010	264460	188900
113197	410	2010	229180	163700
113293	410	2010	219520	156800
113364	410	2010	363720	259800
113651	410	2010	217700	155500
113787	410	2010	321580	229700
113988	410	2010	190260	135900
114155	410	2010	227080	162200
114351	410	2010	197680	141200
114421	410	2010	189840	135600
114446	410	2010	322560	230400
114682	410	2010	259980	185700
114798	410	2010	203140	145100
114965	410	2010	191380	136700
115106	410	2010	291900	208500
115254	410	2010	321020	229300
115397	410	2010	195860	139900
115620	410	2010	217000	155000
115640	410	2010	215600	154000
115646	410	2010	365260	260900
115678	410	2010	306880	219200
115889	410	2010	364840	260600
115978	410	2010	217420	155300
116129	410	2010	204260	145900
116229	410	2010	308140	220100
116291	410	2010	202160	144400
116477	410	2010	260540	186100
116730	410	2010	273700	195500
116868	410	2010	364980	260700
116889	410	2010	309120	220800
117129	410	2010	260120	185800
117410	410	2010	321440	229600
117419	410	2010	293300	209500
117559	410	2010	362180	258700
117578	410	2010	291480	208200
117836	410	2010	322280	230200
117877	410	2010	187740	134100
117958	410	2010	303100	216500
118243	410	2010	262640	187600
118326	410	2010	222180	158700
118422	410	2010	234220	167300
118580	410	2010	233380	166700
118726	410	2010	302680	216200
119023	410	2010	361200	258000
119236	410	2010	365540	261100
